开奖日期,期号,销售额,开奖结果
2011-02-19,11019,86106831,"08,21,23,27,33,06,11"
2011-02-16,11018,71591148,"16,22,24,32,34,02,10"
2011-02-14,11017,67218101,"16,19,24,26,31,02,04"
2011-02-12,11016,74768258,"15,20,30,33,35,06,09"
2011-02-09,11015,61116088,"08,18,19,22,23,01,03"
2011-01-31,11014,68783676,"02,14,20,21,24,02,09"
2011-01-29,11013,75146172,"05,08,14,28,30,04,06"
2011-01-26,11012,67808306,"03,12,19,25,30,08,11"
2011-01-24,11011,65868407,"02,17,23,24,30,02,09"
2011-01-22,11010,73127513,"04,08,10,14,27,05,07"
2011-01-19,11009,65249173,"09,10,11,14,24,03,08"
2011-01-17,11008,65912879,"01,23,26,27,30,05,06"
2011-01-15,11007,71802234,"14,24,32,33,35,02,09"
2011-01-12,11006,68116097,"02,08,16,26,35,11,12"
2011-01-10,11005,68602032,"01,07,25,27,30,07,12"
2011-01-08,11004,76345453,"07,08,10,23,25,07,09"
2011-01-05,11003,66980266,"01,24,27,30,31,01,06"
2011-01-03,11002,63595435,"11,13,27,28,29,02,06"
2011-01-01,11001,72601190,"07,08,15,32,34,05,12"
2010-12-29,10153,67696029,"06,07,16,24,35,04,06"
2010-12-27,10152,67198522,"02,05,18,22,23,07,12"
2010-12-25,10151,75884305,"01,10,32,33,35,03,08"
2010-12-22,10150,70254401,"05,24,28,29,35,01,09"
2010-12-20,10149,68713293,"05,22,24,25,30,01,06"
2010-12-18,10148,74147240,"03,04,08,10,35,02,06"
2010-12-15,10147,66009262,"01,15,19,21,23,11,12"
2010-12-13,10146,67029732,"14,17,30,31,34,04,10"
2010-12-11,10145,75190565,"18,19,27,28,33,03,06"
2010-12-08,10144,70224248,"02,11,16,22,31,10,11"
2010-12-06,10143,70677872,"10,16,18,22,27,06,08"
2010-12-04,10142,78555350,"10,11,19,21,27,04,06"
2010-12-01,10141,71550574,"05,11,17,23,33,03,10"
2010-11-29,10140,70653318,"06,18,20,30,31,03,06"
2010-11-27,10139,76745173,"03,13,16,19,29,07,09"
2010-11-24,10138,71201049,"08,12,14,19,27,05,06"
2010-11-22,10137,70991878,"22,27,28,33,35,09,11"
2010-11-20,10136,79923031,"03,13,18,30,33,07,08"
2010-11-17,10135,70738679,"14,17,19,26,32,03,04"
2010-11-15,10134,67662077,"09,12,13,19,30,04,05"
2010-11-13,10133,75926041,"11,16,17,21,22,03,06"
2010-11-10,10132,69621078,"18,21,23,25,29,06,11"
2010-11-08,10131,68740049,"10,15,22,28,29,04,12"
2010-11-06,10130,77341875,"05,06,09,10,34,08,11"
2010-11-03,10129,70819039,"14,15,24,25,26,03,07"
2010-11-01,10128,70281583,"06,17,19,29,35,02,08"
2010-10-30,10127,75260848,"03,22,24,30,33,04,10"
2010-10-27,10126,66524806,"03,05,09,13,33,05,11"
2010-10-25,10125,66663335,"01,07,09,14,19,09,12"
2010-10-23,10124,72653166,"01,09,27,29,34,01,06"
2010-10-20,10123,66411141,"18,20,30,32,33,01,11"
2010-10-18,10122,66373725,"05,06,11,13,26,02,07"
2010-10-16,10121,74948552,"21,22,31,32,34,02,12"
2010-10-13,10120,69038409,"08,10,18,34,35,06,10"
2010-10-11,10119,67852382,"05,13,14,23,26,02,03"
2010-10-09,10118,76404009,"19,22,23,29,35,08,10"
2010-10-06,10117,62632305,"04,06,21,27,34,05,09"
2010-10-04,10116,56784987,"14,22,27,28,35,04,10"
2010-10-02,10115,65524983,"05,07,10,15,32,03,08"
2010-09-29,10114,63838591,"03,07,22,25,35,03,11"
2010-09-27,10113,63320398,"05,16,22,23,32,04,10"
2010-09-25,10112,68835336,"14,15,18,34,35,08,10"
2010-09-22,10111,57890101,"03,06,13,14,29,01,02"
2010-09-20,10110,61233010,"21,29,30,33,35,07,11"
2010-09-18,10109,69672110,"01,02,08,11,25,10,12"
2010-09-15,10108,62114953,"01,10,13,19,34,09,12"
2010-09-13,10107,62175316,"14,17,22,27,34,03,05"
2010-09-11,10106,68873822,"05,27,28,29,34,09,12"
2010-09-08,10105,62352316,"05,17,26,27,35,08,09"
2010-09-06,10104,60416556,"14,25,30,32,33,01,11"
2010-09-04,10103,67247961,"10,14,29,30,35,05,08"
2010-09-01,10102,58562191,"04,15,19,24,35,01,10"
2010-08-30,10101,58593813,"11,15,22,27,35,05,08"
2010-08-28,10100,64495368,"19,20,30,33,35,06,08"
2010-08-25,10099,58457907,"03,11,17,21,30,01,08"
2010-08-23,10098,59220089,"02,03,12,13,25,01,07"
2010-08-21,10097,64370716,"09,17,21,28,29,02,08"
2010-08-18,10096,58771688,"04,09,24,30,35,01,10"
2010-08-16,10095,56577946,"12,14,16,19,25,01,06"
2010-08-14,10094,68284989,"20,32,33,34,35,06,07"
2010-08-11,10093,61816350,"02,04,09,28,29,05,08"
2010-08-09,10092,59055333,"02,15,29,30,34,02,12"
2010-08-07,10091,66214621,"06,10,23,26,31,05,07"
2010-08-04,10090,58501458,"08,24,26,31,32,07,09"
2010-08-02,10089,57414129,"04,10,13,18,23,08,10"
2010-07-31,10088,59905393,"03,05,14,30,35,03,06"
2010-07-28,10087,55063233,"01,12,20,21,24,02,08"
2010-07-26,10086,53608302,"01,02,12,19,35,05,07"
2010-07-24,10085,58856786,"02,10,16,18,34,02,03"
2010-07-21,10084,53749055,"03,13,14,22,26,02,05"
2010-07-19,10083,52191517,"07,11,21,22,35,04,07"
2010-07-17,10082,59031323,"05,08,24,29,30,04,06"
2010-07-14,10081,53790383,"14,18,20,24,27,05,10"
2010-07-12,10080,51730394,"08,19,27,29,34,04,10"
2010-07-10,10079,57860042,"01,04,21,22,24,02,05"
2010-07-07,10078,52509206,"02,03,15,28,35,01,11"
2010-07-05,10077,51385724,"06,07,09,17,24,02,12"
2010-07-03,10076,58643115,"09,12,16,19,35,02,12"
2010-06-30,10075,53735820,"10,12,17,23,27,05,07"
2010-06-28,10074,52999626,"03,07,20,27,32,02,12"
2010-06-26,10073,60608663,"04,09,11,30,32,01,11"
2010-06-23,10072,54533355,"05,10,17,23,25,03,10"
2010-06-21,10071,55331384,"07,12,26,30,32,02,07"
2010-06-19,10070,61210368,"05,14,23,25,28,11,12"
2010-06-16,10069,53568152,"06,17,18,25,29,08,09"
2010-06-14,10068,53032771,"11,17,19,20,34,06,10"
2010-06-12,10067,62600663,"01,11,19,30,32,03,10"
2010-06-09,10066,56677441,"15,21,22,24,27,01,06"
2010-06-07,10065,55131467,"05,08,13,14,32,08,11"
2010-06-05,10064,61531531,"07,10,12,20,21,06,09"
2010-06-02,10063,57039300,"07,14,16,30,31,03,06"
2010-05-31,10062,56542229,"06,07,18,30,31,07,08"
2010-05-29,10061,62194144,"05,12,14,17,22,05,07"
2010-05-26,10060,56201529,"10,13,22,33,34,01,05"
2010-05-24,10059,54852390,"06,10,14,25,34,01,03"
2010-05-22,10058,62359762,"06,15,17,19,30,01,12"
2010-05-19,10057,57176020,"15,17,24,32,35,07,09"
2010-05-17,10056,56490604,"05,09,23,25,30,09,12"
2010-05-15,10055,62315353,"13,14,17,27,32,02,10"
2010-05-12,10054,55496523,"12,25,29,30,33,10,11"
2010-05-10,10053,55150582,"09,19,22,26,34,09,11"
2010-05-08,10052,61493077,"04,06,25,29,32,05,06"
2010-05-05,10051,55951362,"06,10,20,24,32,06,10"
2010-05-03,10050,54049738,"07,08,15,30,35,05,10"
2010-05-01,10049,60877355,"01,25,29,31,33,04,10"
2010-04-28,10048,58735417,"02,03,10,12,25,03,09"
2010-04-26,10047,56875743,"04,08,11,30,31,02,08"
2010-04-24,10046,62764147,"02,15,19,26,27,05,06"
2010-04-21,10045,57857829,"08,17,18,20,28,09,10"
2010-04-19,10044,58143721,"06,21,24,28,30,02,07"
2010-04-17,10043,63884681,"05,08,10,33,35,02,10"
2010-04-14,10042,57454140,"01,05,19,34,35,06,07"
2010-04-12,10041,57921241,"16,22,28,29,34,04,12"
2010-04-10,10040,64431044,"13,20,26,31,35,02,11"
2010-04-07,10039,56831012,"07,19,26,28,32,01,08"
2010-04-05,10038,54567749,"08,10,25,29,33,01,02"
2010-04-03,10037,61763460,"19,21,26,34,35,01,09"
2010-03-31,10036,55969409,"19,25,28,31,33,01,08"
2010-03-29,10035,53908713,"14,16,20,31,34,01,07"
2010-03-27,10034,62359829,"01,06,19,25,26,03,09"
2010-03-24,10033,56215279,"12,19,28,29,30,05,08"
2010-03-22,10032,56162851,"13,16,23,24,33,07,11"
2010-03-20,10031,62185672,"05,13,16,17,35,06,08"
2010-03-17,10030,57295895,"10,12,19,32,35,02,07"
2010-03-15,10029,57269938,"21,22,33,34,35,03,04"
2010-03-13,10028,66147851,"01,02,07,20,35,01,03"
2010-03-10,10027,57838370,"05,23,26,32,34,02,09"
2010-03-08,10026,56646358,"05,23,25,31,35,07,10"
2010-03-06,10025,63920913,"09,11,13,14,25,01,07"
2010-03-03,10024,58426025,"03,14,19,24,25,04,11"
2010-03-01,10023,56897252,"11,13,29,32,33,02,08"
2010-02-27,10022,65023742,"02,11,13,14,25,02,05"
2010-02-24,10021,59435470,"11,20,23,24,25,07,09"
2010-02-22,10020,55310141,"08,18,26,32,33,01,06"
2010-02-20,10019,59288005,"03,11,19,26,27,02,09"
2010-02-10,10018,60178507,"03,10,26,32,33,04,12"
2010-02-08,10017,58963701,"13,21,23,27,34,09,12"
2010-02-06,10016,66467786,"10,12,20,23,32,04,10"
2010-02-03,10015,60286444,"03,10,14,18,28,08,10"
2010-02-01,10014,59887023,"18,19,30,33,35,02,04"
2010-01-30,10013,65363883,"18,21,22,26,34,09,12"
2010-01-27,10012,59423790,"20,24,30,31,33,05,12"
2010-01-25,10011,58954872,"02,03,11,27,32,08,11"
2010-01-23,10010,64021576,"15,22,24,32,35,02,09"
2010-01-20,10009,59047555,"02,05,13,27,32,03,11"
2010-01-18,10008,59727873,"11,23,25,31,32,05,11"
2010-01-16,10007,66968023,"07,23,26,29,32,08,11"
2010-01-13,10006,60820884,"03,13,19,30,34,02,05"
2010-01-11,10005,60174031,"04,17,19,22,30,02,03"
2010-01-09,10004,67089619,"03,06,21,24,34,04,06"
2010-01-06,10003,59587916,"05,14,23,27,30,02,08"
2010-01-04,10002,59063615,"04,23,25,26,30,07,10"
2010-01-02,10001,65988959,"02,06,07,12,27,02,08"
2009-12-30,09153,61921485,"21,22,30,32,34,03,07"
2009-12-28,09152,59093356,"01,23,29,30,32,07,12"
2009-12-26,09151,68568519,"03,08,14,30,31,04,09"
2009-12-23,09150,62649989,"04,11,18,25,34,05,07"
2009-12-21,09149,60846169,"01,03,10,12,20,02,07"
2009-12-19,09148,67488906,"02,04,13,14,33,01,09"
2009-12-16,09147,60438195,"06,12,18,22,29,05,08"
2009-12-14,09146,61477563,"11,17,23,24,25,03,06"
2009-12-12,09145,68557416,"05,11,14,22,35,03,10"
2009-12-09,09144,61978220,"18,26,32,33,34,04,06"
2009-12-07,09143,62884100,"01,09,10,11,22,01,12"
2009-12-05,09142,70853469,"05,06,13,24,31,03,11"
2009-12-02,09141,62765789,"13,14,21,30,33,02,08"
2009-11-30,09140,62128703,"07,08,19,26,30,01,12"
2009-11-28,09139,69724233,"14,16,20,22,32,05,09"
2009-11-25,09138,66057007,"03,04,14,28,32,09,10"
2009-11-23,09137,64726488,"12,28,29,30,34,01,09"
2009-11-21,09136,70354666,"07,13,23,24,29,06,10"
2009-11-18,09135,63316973,"06,08,15,20,32,05,06"
2009-11-16,09134,60197804,"02,16,19,28,33,07,11"
2009-11-14,09133,69788002,"01,08,24,27,34,10,11"
2009-11-11,09132,62748807,"02,10,12,15,28,04,07"
2009-11-09,09131,62393936,"02,03,08,33,34,03,11"
2009-11-07,09130,72087396,"09,14,25,32,34,02,08"
2009-11-04,09129,67149959,"02,10,18,32,33,03,08"
2009-11-02,09128,62083219,"06,21,28,32,34,04,07"
2009-10-31,09127,77984435,"05,09,27,32,34,05,08"
2009-10-28,09126,65283300,"14,23,27,28,33,08,12"
2009-10-26,09125,63479997,"08,20,23,29,31,02,11"
2009-10-24,09124,69674019,"01,03,14,32,35,07,11"
2009-10-21,09123,62130621,"10,21,28,29,32,06,10"
2009-10-19,09122,60514755,"01,02,11,31,33,05,06"
2009-10-17,09121,73567264,"04,05,08,11,22,02,10"
2009-10-14,09120,60056189,"11,23,27,28,32,02,05"
2009-10-12,09119,56316371,"03,12,22,23,28,04,12"
2009-10-10,09118,62050346,"10,17,18,21,34,05,11"
2009-10-07,09117,47209745,"07,21,29,31,33,09,10"
2009-10-05,09116,45459651,"12,15,23,30,33,09,12"
2009-10-03,09115,50517460,"01,02,06,08,26,05,12"
2009-09-30,09114,51813022,"02,08,25,29,33,03,07"
2009-09-28,09113,51363174,"03,04,10,18,27,06,08"
2009-09-26,09112,57394342,"02,08,12,34,35,04,05"
2009-09-23,09111,52850837,"04,11,13,19,35,10,12"
2009-09-21,09110,51636412,"22,28,30,31,34,07,09"
2009-09-19,09109,57166799,"02,11,13,26,35,06,10"
2009-09-16,09108,51337395,"01,09,14,29,30,07,10"
2009-09-14,09107,50513087,"11,12,33,34,35,01,10"
2009-09-12,09106,55692618,"11,21,22,25,34,06,09"
2009-09-09,09105,50958315,"01,25,26,34,35,06,11"
2009-09-07,09104,49507325,"15,25,29,32,33,10,11"
2009-09-05,09103,54467017,"16,20,28,32,33,01,02"
2009-09-02,09102,48859582,"11,13,29,32,35,10,12"
2009-08-31,09101,47809382,"02,10,14,22,26,04,09"
2009-08-29,09100,52247864,"16,20,25,29,33,01,08"
2009-08-26,09099,48169676,"03,09,21,23,33,06,10"
2009-08-24,09098,48520631,"11,17,19,25,26,02,10"
2009-08-22,09097,53124002,"06,13,14,22,25,01,04"
2009-08-19,09096,48423174,"07,12,28,32,33,01,03"
2009-08-17,09095,48364617,"08,18,24,30,33,01,06"
2009-08-15,09094,52581788,"01,05,21,23,29,05,12"
2009-08-12,09093,47767244,"07,09,22,30,33,09,11"
2009-08-10,09092,45632991,"10,21,22,27,29,08,12"
2009-08-08,09091,51108194,"01,05,17,32,34,03,07"
2009-08-05,09090,46981058,"18,25,30,33,34,04,10"
2009-08-03,09089,46949691,"03,06,11,19,27,02,07"
2009-08-01,09088,53086069,"13,16,27,32,34,03,09"
2009-07-29,09087,47801827,"10,24,28,30,33,01,10"
2009-07-27,09086,48530520,"01,02,07,26,29,10,12"
2009-07-25,09085,52654405,"06,13,27,33,34,09,12"
2009-07-22,09084,46704489,"05,09,19,26,35,02,10"
2009-07-20,09083,46714940,"02,05,28,34,35,01,07"
2009-07-18,09082,53062976,"05,11,26,29,32,08,11"
2009-07-15,09081,48912917,"02,15,20,25,33,03,06"
2009-07-13,09080,47474266,"07,16,19,29,35,02,11"
2009-07-11,09079,51652499,"01,02,07,13,34,04,10"
2009-07-08,09078,47027388,"11,23,26,31,34,05,11"
2009-07-06,09077,46747748,"07,20,28,32,34,06,08"
2009-07-04,09076,52275871,"03,09,11,18,24,04,05"
2009-07-01,09075,45529833,"01,07,11,32,33,09,11"
2009-06-29,09074,45913477,"15,17,19,23,32,01,11"
2009-06-27,09073,50495747,"01,10,19,21,30,01,04"
2009-06-24,09072,45922820,"23,26,29,32,33,05,10"
2009-06-22,09071,45019753,"04,20,29,30,33,02,11"
2009-06-20,09070,49441977,"10,21,24,30,31,03,10"
2009-06-17,09069,46288776,"14,16,27,30,33,08,12"
2009-06-15,09068,45860799,"02,12,15,20,28,01,12"
2009-06-13,09067,50223305,"03,06,25,28,32,02,05"
2009-06-10,09066,45835410,"01,08,19,24,31,06,12"
2009-06-08,09065,45248670,"01,12,24,27,32,02,11"
2009-06-06,09064,50207791,"06,10,11,17,34,11,12"
2009-06-03,09063,45959640,"05,06,18,21,22,01,07"
2009-06-01,09062,45578124,"04,22,23,29,31,05,11"
2009-05-30,09061,49154757,"02,10,21,26,34,02,10"
2009-05-27,09060,46270476,"18,28,29,30,31,04,08"
2009-05-25,09059,46071746,"02,13,14,29,33,04,11"
2009-05-23,09058,51003335,"08,10,14,27,32,02,07"
2009-05-20,09057,48851346,"06,15,22,27,30,02,09"
2009-05-18,09056,47573881,"04,13,17,32,35,03,06"
2009-05-16,09055,52677379,"05,08,14,23,24,05,06"
2009-05-13,09054,50568158,"02,12,19,29,30,07,12"
2009-05-11,09053,46770636,"05,09,24,31,33,05,06"
2009-05-09,09052,52182712,"23,24,30,34,35,01,03"
2009-05-06,09051,48242380,"03,11,22,26,29,05,12"
2009-05-04,09050,46736299,"05,15,28,32,33,08,09"
2009-05-02,09049,50231963,"05,16,28,29,34,11,12"
2009-04-29,09048,47916383,"05,06,22,25,27,11,12"
2009-04-27,09047,48883059,"13,18,21,24,29,03,06"
2009-04-25,09046,54210221,"01,09,24,34,35,04,09"
2009-04-22,09045,50114289,"01,09,14,24,35,06,09"
2009-04-20,09044,48504299,"01,07,18,29,34,03,09"
2009-04-18,09043,54703400,"05,21,22,32,35,02,05"
2009-04-15,09042,50135357,"11,24,25,26,31,02,07"
2009-04-13,09041,49858255,"05,09,20,23,29,04,10"
2009-04-11,09040,55451075,"03,16,30,32,33,01,10"
2009-04-08,09039,49756688,"01,03,07,10,33,03,04"
2009-04-06,09038,46810312,"06,17,20,29,32,04,05"
2009-04-04,09037,53181208,"17,18,19,25,31,01,11"
2009-04-01,09036,48851036,"02,12,26,31,33,09,10"
2009-03-30,09035,47372251,"03,07,09,28,33,03,08"
2009-03-28,09034,53016496,"05,19,31,32,35,04,09"
2009-03-25,09033,48984920,"02,08,18,21,32,08,11"
2009-03-23,09032,46963564,"04,12,20,26,29,06,10"
2009-03-21,09031,53083824,"07,11,19,21,22,01,11"
2009-03-18,09030,48076848,"01,07,27,30,32,01,04"
2009-03-16,09029,46951848,"03,04,13,17,24,04,11"
2009-03-14,09028,54417733,"06,20,30,32,35,09,11"
2009-03-11,09027,48116008,"03,22,26,33,34,09,10"
2009-03-09,09026,47275096,"24,30,31,32,34,10,12"
2009-03-07,09025,51222852,"03,17,22,23,33,04,10"
2009-03-04,09024,49544899,"29,31,32,33,35,10,11"
2009-03-02,09023,48760441,"15,17,21,27,33,07,11"
2009-02-28,09022,55310640,"12,14,17,34,35,04,11"
2009-02-25,09021,49445917,"01,15,31,32,34,03,08"
2009-02-23,09020,48090233,"05,16,18,32,35,02,11"
2009-02-21,09019,53504263,"04,29,31,32,35,04,10"
2009-02-18,09018,47980946,"01,06,13,28,29,03,09"
2009-02-16,09017,47076272,"05,11,23,26,33,04,12"
2009-02-14,09016,53924327,"10,11,20,26,27,09,11"
2009-02-11,09015,49522537,"01,05,10,16,27,03,04"
2009-02-09,09014,47780433,"08,14,15,25,26,07,09"
2009-02-07,09013,51994916,"05,24,26,30,35,05,12"
2009-02-04,09012,46529600,"02,05,20,25,31,10,12"
2009-02-02,09011,44940347,"02,11,13,14,21,02,04"
2009-01-24,09010,59500348,"02,09,12,21,29,07,11"
2009-01-21,09009,50940517,"12,18,23,26,32,06,09"
2009-01-19,09008,52448051,"04,17,21,29,31,02,12"
2009-01-17,09007,58730615,"06,14,15,29,35,06,11"
2009-01-14,09006,51414782,"02,04,22,31,35,09,12"
2009-01-12,09005,50937415,"10,11,15,31,32,05,08"
2009-01-10,09004,55138389,"01,03,22,32,35,06,10"
2009-01-07,09003,50535881,"16,18,23,30,32,02,11"
2009-01-05,09002,52000661,"01,04,07,12,30,05,10"
2009-01-03,09001,57073015,"01,15,23,27,30,04,10"
2008-12-31,08154,54753073,"05,07,10,29,32,04,06"
2008-12-29,08153,52918807,"02,04,06,25,26,02,05"
2008-12-27,08152,61367170,"03,05,14,20,33,07,11"
2008-12-24,08151,53683392,"07,10,27,31,34,08,09"
2008-12-22,08150,48042807,"01,09,10,15,25,03,08"
2008-12-20,08149,55352420,"02,05,06,27,29,03,04"
2008-12-17,08148,50309105,"03,07,20,33,35,04,07"
2008-12-15,08147,50547246,"16,18,19,24,35,11,12"
2008-12-13,08146,57492342,"09,23,24,26,33,07,12"
2008-12-10,08145,51322996,"05,16,27,29,30,05,11"
2008-12-08,08144,49575223,"10,19,27,28,33,05,12"
2008-12-06,08143,54106721,"01,02,22,29,32,01,04"
2008-12-03,08142,50934846,"06,18,21,30,35,08,09"
2008-12-01,08141,50546850,"09,15,18,30,34,04,05"
2008-11-29,08140,55500534,"02,09,11,29,32,08,09"
2008-11-26,08139,51296604,"01,06,10,14,22,06,08"
2008-11-24,08138,51656800,"04,05,18,22,35,07,08"
2008-11-22,08137,56767696,"01,10,25,32,35,05,09"
2008-11-19,08136,50998989,"03,28,29,32,34,01,06"
2008-11-17,08135,52220703,"07,22,25,29,33,01,12"
2008-11-15,08134,58653172,"11,13,15,28,35,08,10"
2008-11-12,08133,53113538,"10,12,15,33,35,03,09"
2008-11-10,08132,50200160,"06,14,24,27,29,05,09"
2008-11-08,08131,57720986,"08,09,12,21,32,07,11"
2008-11-05,08130,54962085,"03,05,22,29,34,07,12"
2008-11-03,08129,52855672,"13,16,20,25,27,04,05"
2008-11-01,08128,58998573,"12,15,23,24,25,10,11"
2008-10-29,08127,55689286,"08,21,22,31,33,01,07"
2008-10-27,08126,52493901,"09,29,32,34,35,01,08"
2008-10-25,08125,58300053,"01,04,28,33,34,06,11"
2008-10-22,08124,52114543,"02,10,13,29,33,06,10"
2008-10-20,08123,52188936,"01,06,12,28,31,08,09"
2008-10-18,08122,56605878,"03,06,12,20,29,09,12"
2008-10-15,08121,50102126,"11,23,24,32,35,04,10"
2008-10-13,08120,50941532,"21,23,24,25,32,03,04"
2008-10-11,08119,56241876,"01,02,10,19,27,01,11"
2008-10-08,08118,51733525,"06,09,19,25,30,06,12"
2008-10-06,08117,49147100,"13,23,24,25,30,02,08"
2008-10-04,08116,53664504,"06,08,15,24,31,01,03"
2008-10-01,08115,46931777,"07,09,19,21,33,07,10"
2008-09-29,08114,55470213,"02,03,22,27,31,06,07"
2008-09-27,08113,61348255,"11,14,17,19,22,01,08"
2008-09-24,08112,50352321,"04,18,26,32,33,05,08"
2008-09-22,08111,49939290,"02,11,12,14,19,05,09"
2008-09-20,08110,56718694,"05,16,25,27,33,04,09"
2008-09-17,08109,50756930,"01,10,18,28,34,05,08"
2008-09-15,08108,52169608,"11,16,24,29,32,09,11"
2008-09-13,08107,57802825,"01,02,13,15,16,04,09"
2008-09-10,08106,47541191,"03,05,21,28,33,02,06"
2008-09-08,08105,45562019,"12,21,22,26,35,04,05"
2008-09-06,08104,51349639,"07,08,10,24,34,08,11"
2008-09-03,08103,44650816,"02,11,22,30,34,04,09"
2008-09-01,08102,45289971,"05,25,26,29,35,03,10"
2008-08-30,08101,50054496,"10,13,23,31,33,04,11"
2008-08-27,08100,47711626,"12,20,26,29,30,02,06"
2008-08-25,08099,43869995,"03,18,23,25,30,06,10"
2008-08-23,08098,49974858,"07,10,22,27,33,04,08"
2008-08-20,08097,52553996,"01,10,31,33,35,03,10"
2008-08-18,08096,50054794,"06,07,12,25,28,02,12"
2008-08-16,08095,55628578,"03,04,11,21,25,01,07"
2008-08-13,08094,49427530,"07,12,19,27,34,11,12"
2008-08-11,08093,50479495,"06,07,10,24,30,05,08"
2008-08-09,08092,60998837,"03,23,26,32,34,04,09"
2008-08-06,08091,53330741,"09,13,19,22,25,04,10"
2008-08-04,08090,52730184,"04,11,18,33,34,02,06"
2008-08-02,08089,59467723,"08,13,24,32,33,03,09"
2008-07-30,08088,54514985,"07,11,19,27,31,02,03"
2008-07-28,08087,51247817,"14,22,32,33,35,01,05"
2008-07-26,08086,58919410,"01,06,10,22,35,03,07"
2008-07-23,08085,53391228,"03,07,13,15,19,02,10"
2008-07-21,08084,49313526,"02,17,20,22,25,05,11"
2008-07-19,08083,49954076,"06,14,15,30,31,03,10"
2008-07-16,08082,44234753,"15,19,29,33,35,01,02"
2008-07-14,08081,44696695,"07,08,20,22,29,04,07"
2008-07-12,08080,53506763,"06,09,29,31,33,05,11"
2008-07-09,08079,44591474,"20,23,26,32,33,05,12"
2008-07-07,08078,39684782,"08,17,20,28,31,07,11"
2008-07-05,08077,43244940,"01,08,21,33,34,05,07"
2008-07-02,08076,39587591,"03,05,10,27,34,01,12"
2008-06-30,08075,38824479,"01,10,13,30,33,06,07"
2008-06-28,08074,44030350,"10,13,22,31,35,04,12"
2008-06-25,08073,39140810,"02,05,06,07,31,08,10"
2008-06-23,08072,36970156,"10,25,32,33,34,03,09"
2008-06-21,08071,40950429,"01,05,11,14,25,01,09"
2008-06-18,08070,36677881,"09,17,18,21,31,01,05"
2008-06-16,08069,36600634,"05,13,16,29,33,06,08"
2008-06-14,08068,42073413,"06,09,11,33,34,06,10"
2008-06-11,08067,36123416,"03,10,14,15,22,04,07"
2008-06-09,08066,33980514,"02,07,21,22,25,04,12"
2008-06-07,08065,38232402,"19,22,23,25,32,06,12"
2008-06-04,08064,34764938,"14,18,24,27,31,06,07"
2008-06-02,08063,33620255,"07,11,24,30,35,06,08"
2008-05-31,08062,38155924,"01,15,27,28,29,03,10"
2008-05-28,08061,34088627,"07,10,14,19,32,03,06"
2008-05-26,08060,34123914,"03,13,17,23,30,01,11"
2008-05-24,08059,37223008,"07,13,21,25,31,08,10"
2008-05-21,08058,34170490,"03,09,11,29,33,03,12"
2008-05-19,08057,33585570,"05,08,09,17,33,05,06"
2008-05-17,08056,38031764,"15,19,25,30,31,03,09"
2008-05-14,08055,34734846,"02,14,28,30,35,04,12"
2008-05-12,08054,35199137,"05,14,23,31,35,02,06"
2008-05-10,08053,40590404,"01,13,21,23,32,03,06"
2008-05-07,08052,36039732,"03,18,19,30,35,05,09"
2008-05-05,08051,32455286,"01,07,09,11,33,03,11"
2008-05-03,08050,36504694,"01,05,11,26,27,03,07"
2008-04-30,08049,34534278,"01,11,14,28,30,03,10"
2008-04-28,08048,35228776,"01,13,22,25,27,02,10"
2008-04-26,08047,39085165,"12,18,22,23,30,06,12"
2008-04-23,08046,36109020,"11,25,26,27,35,07,08"
2008-04-21,08045,37051277,"14,32,33,34,35,02,04"
2008-04-19,08044,40146906,"02,21,23,27,32,10,11"
2008-04-16,08043,36730493,"05,08,10,31,33,02,04"
2008-04-14,08042,37103662,"05,10,13,32,35,04,05"
2008-04-12,08041,41082219,"07,17,21,22,28,05,10"
2008-04-09,08040,34914609,"04,08,19,22,29,08,11"
2008-04-07,08039,35615468,"07,11,15,27,35,04,07"
2008-04-05,08038,38899465,"12,13,19,32,33,02,10"
2008-04-02,08037,35701978,"11,20,24,31,35,04,10"
2008-03-31,08036,35011394,"09,19,22,30,32,01,10"
2008-03-29,08035,40647039,"02,12,13,29,30,05,07"
2008-03-26,08034,37136042,"06,07,18,34,35,05,10"
2008-03-24,08033,35577965,"03,10,21,23,30,01,09"
2008-03-22,08032,39050107,"03,09,19,27,33,09,10"
2008-03-19,08031,36371168,"14,20,23,27,28,02,04"
2008-03-17,08030,36988855,"03,21,23,26,35,05,08"
2008-03-15,08029,41196344,"06,11,18,29,30,04,11"
2008-03-12,08028,37067292,"03,11,17,19,26,07,12"
2008-03-10,08027,36275066,"05,17,23,31,32,04,08"
2008-03-08,08026,41359289,"01,21,22,24,25,08,10"
2008-03-05,08025,36543884,"06,10,12,15,28,04,12"
2008-03-03,08024,37092316,"08,12,17,20,30,01,02"
2008-03-01,08023,42696890,"06,26,31,32,34,07,10"
2008-02-27,08022,35986578,"09,12,13,25,31,08,10"
2008-02-25,08021,34998095,"05,10,13,21,24,04,09"
2008-02-23,08020,39990807,"04,05,15,17,33,04,08"
2008-02-20,08019,35381234,"08,24,25,29,31,04,05"
2008-02-18,08018,34043634,"03,06,07,11,30,02,03"
2008-02-16,08017,38618400,"02,14,25,29,32,01,06"
2008-02-13,08016,31817578,"08,10,11,17,19,06,09"
2008-02-04,08015,37624757,"09,18,20,27,33,06,09"
2008-02-02,08014,40784587,"04,07,10,28,34,01,06"
