开奖日期,期号,销售额,开奖结果
2017-03-15,17029,189003450,"01,06,14,17,29,01,11"
2017-03-13,17028,185993221,"06,18,22,23,33,09,11"
2017-03-11,17027,206383912,"08,17,25,33,34,03,11"
2017-03-08,17026,186355566,"10,14,19,25,32,02,07"
2017-03-06,17025,183593080,"10,16,19,20,34,04,05"
2017-03-04,17024,206593265,"21,23,29,32,35,11,12"
2017-03-01,17023,183366943,"05,08,12,24,34,07,10"
2017-02-27,17022,188485187,"02,03,09,17,24,06,12"
2017-02-25,17021,201103341,"01,15,17,20,26,06,08"
2017-02-22,17020,181168570,"16,21,24,27,28,04,07"
2017-02-20,17019,182158151,"02,06,14,23,25,02,10"
2017-02-18,17018,200875000,"06,07,10,17,23,01,09"
2017-02-15,17017,182067186,"04,19,24,26,29,04,06"
2017-02-13,17016,181455349,"03,13,28,30,33,09,10"
2017-02-11,17015,196382532,"01,07,19,27,34,01,02"
2017-02-08,17014,173798704,"04,08,15,24,25,02,05"
2017-02-06,17013,176214923,"05,12,17,30,34,11,12"
2017-02-04,17012,199177937,"04,05,24,26,35,07,12"
2017-01-25,17011,193935932,"05,15,21,29,34,06,09"
2017-01-23,17010,185249696,"04,10,13,18,35,01,02"
2017-01-21,17009,203513636,"05,06,08,12,22,03,04"
2017-01-18,17008,184148162,"03,04,09,25,32,02,04"
2017-01-16,17007,185767086,"08,11,17,25,27,02,04"
2017-01-14,17006,206891305,"04,06,23,32,33,05,06"
2017-01-11,17005,188095935,"05,09,20,26,35,02,11"
2017-01-09,17004,186673580,"05,08,11,28,31,06,07"
2017-01-07,17003,206276983,"03,05,06,13,22,09,12"
2017-01-04,17002,192781724,"07,12,14,31,34,09,11"
2017-01-02,17001,186624920,"07,09,20,31,33,08,10"
2016-12-31,16154,226398958,"06,16,17,21,29,04,06"
2016-12-28,16153,196228015,"13,18,25,29,35,03,11"
2016-12-26,16152,194727932,"08,17,22,24,30,05,11"
2016-12-24,16151,219111783,"04,07,11,14,21,05,12"
2016-12-21,16150,188065956,"01,10,18,24,29,07,10"
2016-12-19,16149,189963373,"01,02,03,12,33,04,09"
2016-12-17,16148,210580973,"05,14,15,23,25,06,08"
2016-12-14,16147,186538144,"07,19,20,28,30,04,12"
2016-12-12,16146,191944792,"21,22,25,29,34,01,11"
2016-12-10,16145,209502660,"01,09,11,17,28,03,08"
2016-12-07,16144,191810527,"04,05,13,22,31,05,10"
2016-12-05,16143,188839857,"04,06,22,27,31,06,07"
2016-12-03,16142,208883904,"01,06,17,23,26,06,12"
2016-11-30,16141,193465971,"02,06,07,19,28,11,12"
2016-11-28,16140,188081802,"12,16,23,29,34,04,11"
2016-11-26,16139,200772078,"13,21,30,31,35,01,08"
2016-11-23,16138,179140283,"12,13,16,29,35,05,11"
2016-11-21,16137,181006344,"07,20,23,29,34,02,10"
2016-11-19,16136,204254202,"05,06,07,19,23,04,11"
2016-11-16,16135,187947049,"01,10,12,18,35,01,12"
2016-11-14,16134,185722161,"01,03,31,32,34,02,07"
2016-11-12,16133,203224114,"01,04,05,23,28,05,09"
2016-11-09,16132,180524624,"04,18,19,22,35,01,02"
2016-11-07,16131,172418049,"06,13,25,28,30,02,07"
2016-11-05,16130,200057806,"11,23,32,33,34,01,12"
2016-11-02,16129,180262598,"07,08,19,30,35,08,09"
2016-10-31,16128,178307590,"17,20,22,30,33,07,08"
2016-10-29,16127,192473077,"01,05,15,24,26,09,10"
2016-10-26,16126,176733833,"11,13,16,19,24,06,08"
2016-10-24,16125,179128075,"06,07,08,28,30,01,02"
2016-10-22,16124,191410193,"04,13,24,26,29,08,11"
2016-10-19,16123,179976965,"04,05,13,20,32,01,10"
2016-10-17,16122,178700027,"01,03,12,14,29,02,06"
2016-10-15,16121,196550154,"04,05,08,15,20,01,06"
2016-10-12,16120,177521772,"03,10,20,32,34,04,07"
2016-10-10,16119,175765163,"02,03,09,21,22,05,10"
2016-10-08,16118,195629351,"12,15,18,24,29,03,11"
2016-10-05,16117,159626154,"03,09,14,16,23,02,09"
2016-10-03,16116,157717027,"04,06,08,19,34,10,12"
2016-10-01,16115,188778020,"01,04,15,31,34,02,11"
2016-09-28,16114,173340048,"16,17,20,32,33,03,07"
2016-09-26,16113,177637883,"10,11,17,30,34,03,12"
2016-09-24,16112,199351193,"07,22,23,31,32,04,05"
2016-09-21,16111,181731808,"04,09,22,26,27,02,12"
2016-09-19,16110,179311987,"07,20,21,23,30,07,10"
2016-09-17,16109,193626665,"03,25,28,31,34,11,12"
2016-09-14,16108,173106306,"10,17,22,23,25,07,09"
2016-09-12,16107,174509999,"02,06,19,24,26,04,06"
2016-09-10,16106,191510252,"03,21,30,33,35,01,04"
2016-09-07,16105,175645150,"08,11,31,34,35,01,02"
2016-09-05,16104,176312231,"01,20,22,23,30,06,07"
2016-09-03,16103,196977631,"05,14,20,23,29,03,11"
2016-08-31,16102,177794219,"03,05,06,34,35,03,12"
2016-08-29,16101,176690621,"04,06,28,33,35,07,12"
2016-08-27,16100,194558808,"08,12,19,26,30,02,12"
2016-08-24,16099,176499869,"03,04,12,14,27,01,05"
2016-08-22,16098,174126611,"08,09,11,20,29,04,05"
2016-08-20,16097,194470665,"06,08,18,31,33,10,12"
2016-08-17,16096,176201944,"01,06,08,12,21,05,10"
2016-08-15,16095,172149445,"08,12,18,19,21,03,06"
2016-08-13,16094,193668600,"01,14,16,17,18,05,07"
2016-08-10,16093,174774485,"01,08,14,30,35,06,07"
2016-08-08,16092,175425164,"02,13,31,33,34,07,11"
2016-08-06,16091,194108585,"08,13,17,21,22,02,08"
2016-08-03,16090,177705779,"04,06,08,28,32,07,12"
2016-08-01,16089,173986818,"07,14,17,28,34,07,10"
2016-07-30,16088,191906681,"04,06,17,21,30,06,11"
2016-07-27,16087,173941407,"03,16,17,23,25,07,09"
2016-07-25,16086,170252092,"03,05,22,25,30,07,09"
2016-07-23,16085,188292705,"14,15,27,31,32,01,07"
2016-07-20,16084,168397590,"08,12,15,26,35,01,08"
2016-07-18,16083,172863465,"01,05,09,33,35,01,05"
2016-07-16,16082,189939641,"03,08,23,28,29,02,07"
2016-07-13,16081,171324058,"06,07,18,21,33,03,08"
2016-07-11,16080,173241722,"15,20,29,30,33,07,12"
2016-07-09,16079,192640889,"07,14,15,20,27,05,10"
2016-07-06,16078,176031216,"07,18,29,31,35,05,11"
2016-07-04,16077,174576074,"09,11,14,16,35,02,05"
2016-07-02,16076,196154295,"03,08,10,17,31,05,06"
2016-06-29,16075,176883798,"03,07,17,22,31,08,12"
2016-06-27,16074,175722061,"01,05,07,11,14,03,08"
2016-06-25,16073,194352348,"07,14,17,24,27,08,10"
2016-06-22,16072,175717401,"16,20,24,26,31,04,09"
2016-06-20,16071,175417801,"08,15,19,20,33,07,12"
2016-06-18,16070,197159296,"02,09,13,19,23,05,07"
2016-06-15,16069,178476614,"14,17,19,23,30,02,09"
2016-06-13,16068,177410817,"05,07,22,26,34,07,12"
2016-06-11,16067,193116655,"02,08,11,13,19,02,08"
2016-06-08,16066,174801414,"10,28,29,31,33,05,11"
2016-06-06,16065,181371568,"01,09,18,22,24,11,12"
2016-06-04,16064,203000672,"01,02,10,18,35,05,11"
2016-06-01,16063,183210569,"08,12,22,27,35,05,09"
2016-05-30,16062,188425995,"02,10,14,15,35,01,09"
2016-05-28,16061,215033704,"09,15,17,21,23,07,12"
2016-05-25,16060,196515573,"02,06,22,27,34,08,11"
2016-05-23,16059,202819144,"02,10,27,28,33,05,07"
2016-05-21,16058,229058692,"02,15,17,23,28,05,09"
2016-05-18,16057,213023494,"08,17,19,23,30,03,08"
2016-05-16,16056,210790992,"10,12,14,31,35,04,05"
2016-05-14,16055,226059390,"06,21,27,30,34,04,09"
2016-05-11,16054,205932685,"02,05,09,21,30,06,07"
2016-05-09,16053,201842185,"04,13,15,30,35,03,05"
2016-05-07,16052,223301686,"08,14,19,20,33,10,11"
2016-05-04,16051,207454874,"16,21,23,24,32,07,08"
2016-05-02,16050,188690604,"07,17,21,29,35,04,05"
2016-04-30,16049,225571411,"03,04,05,27,33,04,09"
2016-04-27,16048,211943223,"04,12,17,25,27,04,10"
2016-04-25,16047,209248189,"02,03,23,29,32,05,09"
2016-04-23,16046,234063155,"03,19,22,32,34,08,12"
2016-04-20,16045,208877948,"07,11,25,30,33,02,08"
2016-04-18,16044,209144746,"01,06,10,20,31,05,11"
2016-04-16,16043,228715316,"01,09,16,33,34,09,12"
2016-04-13,16042,214155413,"02,06,08,19,24,01,06"
2016-04-11,16041,181468695,"12,23,24,27,34,03,06"
2016-04-09,16040,195762857,"20,22,29,30,35,01,06"
2016-04-06,16039,175964032,"01,08,16,22,28,04,05"
2016-04-04,16038,162789486,"03,07,09,15,33,05,12"
2016-04-02,16037,190154993,"03,05,13,24,34,03,05"
2016-03-30,16036,178303412,"07,15,26,30,31,03,06"
2016-03-28,16035,176183863,"17,22,24,25,29,09,12"
2016-03-26,16034,196686078,"14,18,31,32,35,09,10"
2016-03-23,16033,176664030,"03,14,15,31,35,09,10"
2016-03-21,16032,177132305,"05,09,14,20,33,05,12"
2016-03-19,16031,199452289,"03,14,24,27,29,04,11"
2016-03-16,16030,177689118,"10,19,21,29,33,04,06"
2016-03-14,16029,171706268,"20,26,27,29,32,05,12"
2016-03-12,16028,189419722,"13,18,20,23,31,03,06"
2016-03-09,16027,165730671,"06,11,13,15,28,02,06"
2016-03-07,16026,172906063,"02,06,29,30,34,01,07"
2016-03-05,16025,189993749,"03,06,13,23,24,07,10"
2016-03-02,16024,175020852,"01,02,11,15,18,04,08"
2016-02-29,16023,172348704,"04,09,14,25,27,06,11"
2016-02-27,16022,189772716,"04,18,21,30,35,02,11"
2016-02-24,16021,172707771,"01,04,09,10,35,09,11"
2016-02-22,16020,171343959,"01,16,22,29,30,02,09"
2016-02-20,16019,190202047,"04,11,15,20,26,08,09"
2016-02-17,16018,168872599,"05,10,13,27,33,08,11"
2016-02-15,16017,164715457,"11,18,24,28,29,05,10"
2016-02-06,16016,219513959,"03,10,22,29,32,02,05"
2016-02-03,16015,175834905,"01,04,10,13,30,03,09"
2016-02-01,16014,167498517,"06,08,21,24,27,02,10"
2016-01-30,16013,196083786,"03,21,23,31,35,02,11"
2016-01-27,16012,174347733,"05,07,11,23,28,03,12"
2016-01-25,16011,165598768,"02,08,10,15,23,05,10"
2016-01-23,16010,186070936,"12,13,15,16,28,02,05"
2016-01-20,16009,176511721,"05,08,10,17,20,02,12"
2016-01-18,16008,178354713,"05,12,31,34,35,04,05"
2016-01-16,16007,202035521,"02,05,14,32,35,01,03"
2016-01-13,16006,180497252,"14,16,17,22,24,02,09"
2016-01-11,16005,169105644,"06,09,12,15,20,08,11"
2016-01-09,16004,191871662,"10,20,23,32,35,09,10"
2016-01-06,16003,175147656,"04,12,17,22,26,06,07"
2016-01-04,16002,173986996,"07,12,18,25,35,07,09"
2016-01-02,16001,191171493,"01,07,19,20,30,05,10"
2015-12-30,15153,177341413,"01,07,22,27,33,02,11"
2015-12-28,15152,173577818,"04,05,22,29,35,02,11"
2015-12-26,15151,197782412,"15,16,18,30,35,01,07"
2015-12-23,15150,175439825,"04,13,18,25,33,03,07"
2015-12-21,15149,172292839,"04,06,10,12,28,02,08"
2015-12-19,15148,186856040,"08,11,27,31,33,08,09"
2015-12-16,15147,167621529,"01,02,13,18,19,08,10"
2015-12-14,15146,168450253,"04,15,19,27,31,04,11"
2015-12-12,15145,186825762,"06,07,20,29,32,11,12"
2015-12-09,15144,164903129,"01,09,24,26,29,06,11"
2015-12-07,15143,170425278,"09,20,31,33,35,10,11"
2015-12-05,15142,178123661,"12,14,22,26,30,03,06"
2015-12-02,15141,169075319,"02,04,15,19,31,02,03"
2015-11-30,15140,166263824,"01,11,15,26,35,06,11"
2015-11-28,15139,183764171,"02,03,05,25,32,05,07"
2015-11-25,15138,165225737,"01,16,20,29,32,04,07"
2015-11-23,15137,163579669,"14,17,21,23,26,08,11"
2015-11-21,15136,183355072,"05,20,23,29,32,02,10"
2015-11-18,15135,169937109,"05,16,20,25,29,06,08"
2015-11-16,15134,166723168,"01,02,06,15,35,04,07"
2015-11-14,15133,183154237,"03,07,08,25,30,04,08"
2015-11-11,15132,167451867,"03,08,14,18,27,01,05"
2015-11-09,15131,165318307,"11,17,19,20,27,02,03"
2015-11-07,15130,180690724,"17,25,31,32,34,02,12"
2015-11-04,15129,168098239,"01,06,23,25,29,03,09"
2015-11-02,15128,163647991,"10,12,23,30,32,03,04"
2015-10-31,15127,177658247,"09,11,14,19,30,03,08"
2015-10-28,15126,167281836,"04,05,08,09,21,03,06"
2015-10-26,15125,161220270,"02,03,15,17,28,08,10"
2015-10-24,15124,178740598,"04,06,12,31,32,03,06"
2015-10-21,15123,162261394,"04,15,27,29,30,02,10"
2015-10-19,15122,163688001,"11,13,15,26,35,06,11"
2015-10-17,15121,183528820,"02,04,17,27,28,04,06"
2015-10-14,15120,163693770,"01,09,15,24,32,05,10"
2015-10-12,15119,161118237,"01,08,12,16,21,06,11"
2015-10-10,15118,179404233,"03,07,20,24,31,04,09"
2015-10-07,15117,150716634,"06,17,20,30,33,10,11"
2015-10-05,15116,140096862,"07,10,19,24,33,03,07"
2015-10-03,15115,156838517,"08,12,13,14,16,03,09"
2015-09-30,15114,153812339,"09,18,24,31,34,02,10"
2015-09-28,15113,155983901,"01,14,21,29,33,02,10"
2015-09-26,15112,173737414,"04,05,15,19,28,04,11"
2015-09-23,15111,155902332,"07,08,16,24,28,03,10"
2015-09-21,15110,156934105,"02,07,10,22,30,07,11"
2015-09-19,15109,175266499,"01,06,11,22,31,03,12"
2015-09-16,15108,161998296,"01,13,16,26,31,07,12"
2015-09-14,15107,156081037,"03,23,25,28,29,06,07"
2015-09-12,15106,177777720,"02,11,13,22,30,02,03"
2015-09-09,15105,158749270,"08,09,15,21,27,05,09"
2015-09-07,15104,160775788,"16,19,25,30,34,04,09"
2015-09-05,15103,171173990,"07,09,15,25,34,04,10"
2015-09-02,15102,162086829,"11,14,15,33,34,03,12"
2015-08-31,15101,158243139,"06,12,17,18,32,07,12"
2015-08-29,15100,178385394,"09,15,18,23,32,05,07"
2015-08-26,15099,163494555,"09,12,14,22,25,05,10"
2015-08-24,15098,158809204,"09,14,21,27,33,06,09"
2015-08-22,15097,177707072,"04,16,17,26,27,01,04"
2015-08-19,15096,160650698,"03,09,12,18,21,02,06"
2015-08-17,15095,154621807,"08,14,26,34,35,05,10"
2015-08-15,15094,173594229,"02,03,10,11,29,03,07"
2015-08-12,15093,156928961,"16,17,25,26,27,02,04"
2015-08-10,15092,152197701,"02,14,21,27,34,05,08"
2015-08-08,15091,169440511,"02,07,28,29,30,03,07"
2015-08-05,15090,155099232,"06,09,11,17,21,06,08"
2015-08-03,15089,150454358,"05,12,18,20,27,10,12"
2015-08-01,15088,169930972,"05,15,28,31,34,11,12"
2015-07-29,15087,155740439,"02,05,15,17,22,01,11"
2015-07-27,15086,150984971,"05,09,11,15,32,04,09"
2015-07-25,15085,170011903,"02,03,04,06,16,03,12"
2015-07-22,15084,156104489,"10,20,21,32,34,06,07"
2015-07-20,15083,155306617,"14,16,19,25,29,10,12"
2015-07-18,15082,171399172,"08,15,28,31,33,03,06"
2015-07-15,15081,156405464,"03,04,10,13,17,05,09"
2015-07-13,15080,153920898,"14,20,29,30,32,03,08"
2015-07-11,15079,171422165,"01,09,17,23,24,04,05"
2015-07-08,15078,161483265,"19,24,26,28,33,01,02"
2015-07-06,15077,157870045,"01,16,17,22,28,02,09"
2015-07-04,15076,177379432,"03,19,21,31,34,05,12"
2015-07-01,15075,160238358,"13,14,26,27,33,10,12"
2015-06-29,15074,160608454,"01,12,21,27,33,04,09"
2015-06-27,15073,179205990,"09,26,27,30,34,01,06"
2015-06-24,15072,171587332,"19,20,21,31,33,09,10"
2015-06-22,15071,163767077,"04,06,13,16,34,04,10"
2015-06-20,15070,182602893,"03,09,12,17,18,04,12"
2015-06-17,15069,169115808,"02,09,11,22,25,01,07"
2015-06-15,15068,169586611,"02,03,20,31,35,04,08"
2015-06-13,15067,188803797,"04,10,18,24,27,04,11"
2015-06-10,15066,174501895,"01,03,07,13,29,02,10"
2015-06-08,15065,168372417,"04,05,07,13,35,08,11"
2015-06-06,15064,186654146,"02,08,20,28,31,07,10"
2015-06-03,15063,173199270,"01,04,06,34,35,02,04"
2015-06-01,15062,167993435,"06,07,13,14,15,01,04"
2015-05-30,15061,188282124,"06,07,08,16,22,02,10"
2015-05-27,15060,177925335,"16,24,25,26,33,04,11"
2015-05-25,15059,171661517,"07,09,19,23,32,01,03"
2015-05-23,15058,191940346,"10,14,20,27,30,07,12"
2015-05-20,15057,178811732,"01,05,07,14,26,04,06"
2015-05-18,15056,175035185,"06,12,19,26,35,03,10"
2015-05-16,15055,193677838,"06,11,14,20,30,05,10"
2015-05-13,15054,184055388,"02,09,15,24,34,03,09"
2015-05-11,15053,172582965,"08,25,28,29,32,04,07"
2015-05-09,15052,196811203,"13,19,24,27,29,07,08"
2015-05-06,15051,185896288,"01,02,11,16,21,01,05"
2015-05-04,15050,161208064,"06,07,10,20,28,02,07"
2015-05-02,15049,167521507,"08,09,11,15,22,08,10"
2015-04-29,15048,160313095,"10,11,22,24,33,02,09"
2015-04-27,15047,161867018,"01,02,17,23,31,05,12"
2015-04-25,15046,176335782,"05,07,10,22,26,04,10"
2015-04-22,15045,163552645,"08,09,22,29,30,08,12"
2015-04-20,15044,160136919,"16,18,27,31,33,01,03"
2015-04-18,15043,179164202,"02,20,22,25,29,02,07"
2015-04-15,15042,160724766,"03,07,12,17,24,02,11"
2015-04-13,15041,157324325,"01,11,21,23,28,01,10"
2015-04-11,15040,174893028,"02,09,10,23,35,09,12"
2015-04-08,15039,156374573,"03,06,07,16,25,01,06"
2015-04-06,15038,144104641,"12,19,22,31,35,07,08"
2015-04-04,15037,166837072,"10,16,21,28,31,07,08"
2015-04-01,15036,154432386,"14,18,20,23,24,04,08"
2015-03-30,15035,158651414,"22,24,29,30,35,01,10"
2015-03-28,15034,177041373,"04,08,15,18,26,05,09"
2015-03-25,15033,157398348,"03,17,22,26,28,03,07"
2015-03-23,15032,154307257,"06,21,25,27,30,07,11"
2015-03-21,15031,174951434,"07,21,29,32,33,04,12"
2015-03-18,15030,155910978,"09,18,19,26,31,02,05"
2015-03-16,15029,156821118,"07,10,19,30,35,03,05"
2015-03-14,15028,168916049,"03,09,28,32,33,09,10"
2015-03-11,15027,152329023,"05,21,22,25,28,03,10"
2015-03-09,15026,148668212,"11,13,14,15,22,02,08"
2015-03-07,15025,165356211,"07,10,20,22,27,10,11"
2015-03-04,15024,145281488,"02,06,08,16,34,03,04"
2015-03-02,15023,145197189,"06,09,11,12,22,03,11"
2015-02-28,15022,175842569,"09,11,14,15,26,11,12"
2015-02-25,15021,154390777,"22,23,24,26,31,05,06"
2015-02-16,15020,179938437,"11,26,28,29,32,01,04"
2015-02-14,15019,202001607,"02,08,16,22,24,01,03"
2015-02-11,15018,183587012,"04,07,10,23,31,03,07"
2015-02-09,15017,178974941,"07,13,16,17,29,01,07"
2015-02-07,15016,208262620,"06,07,16,20,34,09,11"
2015-02-04,15015,181763862,"01,05,13,17,32,04,11"
2015-02-02,15014,181227543,"08,16,25,29,35,03,10"
2015-01-31,15013,197604688,"11,15,25,28,35,07,10"
2015-01-28,15012,175210148,"03,04,06,11,31,05,09"
2015-01-26,15011,181219178,"04,13,22,25,30,01,06"
2015-01-24,15010,208415367,"02,06,17,30,35,02,07"
2015-01-21,15009,188166127,"17,22,26,27,33,06,10"
2015-01-19,15008,187348140,"07,10,11,15,17,03,10"
2015-01-17,15007,207134099,"02,07,08,14,31,04,08"
2015-01-14,15006,187375191,"06,08,30,32,33,03,07"
2015-01-12,15005,187061405,"11,14,15,18,19,07,08"
2015-01-10,15004,211045780,"03,12,14,18,28,05,06"
2015-01-07,15003,192816707,"12,19,27,28,34,01,12"
2015-01-05,15002,194417743,"03,14,20,26,32,06,10"
2015-01-03,15001,216525466,"08,09,19,27,30,06,07"
2014-12-31,14154,206102484,"05,12,17,23,28,02,09"
2014-12-29,14153,197278961,"01,08,13,24,32,05,10"
2014-12-27,14152,220548247,"05,12,18,24,33,01,05"
2014-12-24,14151,200426121,"03,08,26,31,32,08,12"
2014-12-22,14150,199620079,"19,21,30,33,35,05,07"
2014-12-20,14149,223525491,"02,13,19,26,35,01,05"
2014-12-17,14148,199263390,"03,09,10,11,20,07,09"
2014-12-15,14147,203455020,"05,09,14,26,34,02,09"
2014-12-13,14146,254595224,"02,16,23,24,28,10,11"
2014-12-10,14145,200399143,"15,19,22,24,26,10,11"
2014-12-08,14144,199169295,"01,21,24,25,35,04,11"
2014-12-06,14143,223887126,"01,11,14,18,25,06,10"
2014-12-03,14142,200197897,"18,21,25,28,30,04,06"
2014-12-01,14141,201721661,"04,17,20,26,29,05,08"
2014-11-29,14140,228862423,"01,19,20,25,34,07,12"
2014-11-26,14139,206237565,"03,05,07,15,34,01,10"
2014-11-24,14138,204150642,"01,07,29,32,34,09,12"
2014-11-22,14137,228889406,"02,11,16,22,34,02,05"
2014-11-19,14136,210035293,"04,18,20,34,35,07,11"
2014-11-17,14135,207091316,"20,26,28,30,35,09,12"
2014-11-15,14134,231332680,"02,05,07,11,32,09,12"
2014-11-12,14133,210539527,"02,08,12,14,18,04,12"
2014-11-10,14132,207042551,"01,03,04,19,32,01,07"
2014-11-08,14131,229525923,"03,16,19,23,27,03,07"
2014-11-05,14130,204087496,"02,18,31,32,33,05,07"
2014-11-03,14129,203647528,"07,22,28,30,32,05,06"
2014-11-01,14128,213457949,"02,04,16,22,34,08,11"
2014-10-29,14127,191283997,"02,04,06,15,19,02,11"
2014-10-27,14126,188290135,"02,09,22,30,34,09,10"
2014-10-25,14125,209429406,"12,15,19,23,31,04,10"
2014-10-22,14124,188069407,"01,03,28,29,35,08,12"
2014-10-20,14123,185788357,"01,09,12,22,25,02,09"
2014-10-18,14122,210987138,"03,10,25,26,35,01,07"
2014-10-15,14121,189841132,"13,16,18,22,32,08,10"
2014-10-13,14120,177861722,"01,04,06,18,33,05,11"
2014-10-11,14119,199847525,"04,08,09,13,18,08,12"
2014-10-08,14118,177771292,"02,03,23,24,26,05,11"
2014-10-06,14117,158204520,"03,14,17,18,33,06,09"
2014-10-04,14116,165743086,"06,13,15,24,27,04,05"
2014-10-01,14115,149573879,"01,05,26,29,30,02,10"
2014-09-29,14114,162818645,"03,16,24,30,33,05,08"
2014-09-27,14113,177747229,"02,13,17,19,23,01,06"
2014-09-24,14112,161645347,"03,05,14,18,32,02,10"
2014-09-22,14111,159305669,"11,16,18,20,29,03,04"
2014-09-20,14110,176071215,"09,18,19,22,24,08,11"
2014-09-17,14109,160457788,"15,18,20,21,23,01,02"
2014-09-15,14108,159408053,"01,02,13,23,35,09,12"
2014-09-13,14107,181325383,"05,13,14,21,34,08,10"
2014-09-10,14106,162710870,"05,09,11,20,22,05,11"
2014-09-08,14105,150824984,"04,10,26,29,32,04,08"
2014-09-06,14104,176198779,"07,13,14,28,32,04,11"
2014-09-03,14103,159163558,"14,20,23,25,26,10,12"
2014-09-01,14102,160748402,"01,07,14,19,20,03,12"
2014-08-30,14101,174450095,"09,10,12,17,28,03,11"
2014-08-27,14100,162499795,"02,04,08,12,35,01,07"
2014-08-25,14099,163978997,"15,21,22,23,33,01,07"
2014-08-23,14098,184527907,"16,18,22,25,35,03,10"
2014-08-20,14097,169611153,"03,15,20,21,23,07,09"
2014-08-18,14096,167970220,"03,07,21,23,31,05,10"
2014-08-16,14095,186569328,"06,22,30,31,34,05,06"
2014-08-13,14094,168617295,"13,14,24,25,34,04,07"
2014-08-11,14093,166087704,"03,08,30,32,34,09,11"
2014-08-09,14092,185657187,"02,18,27,30,32,05,11"
2014-08-06,14091,171622227,"10,16,18,29,32,02,07"
2014-08-04,14090,176916628,"02,03,20,23,28,06,08"
2014-08-02,14089,206285308,"02,08,12,29,30,07,12"
2014-07-30,14088,183837153,"07,13,20,25,26,08,11"
2014-07-28,14087,174787404,"04,07,31,33,35,09,10"
2014-07-26,14086,201555668,"06,08,27,29,35,03,09"
2014-07-23,14085,178919759,"06,12,13,25,29,11,12"
2014-07-21,14084,181205445,"02,07,09,11,28,05,09"
2014-07-19,14083,203993360,"18,20,24,33,35,05,10"
2014-07-16,14082,181943644,"01,08,18,23,25,08,12"
2014-07-14,14081,175722160,"03,05,08,10,25,09,12"
2014-07-12,14080,193958265,"17,20,23,25,27,03,10"
2014-07-09,14079,173530979,"09,10,20,31,32,06,10"
2014-07-07,14078,173079920,"10,15,16,22,28,04,05"
2014-07-05,14077,192620156,"09,16,26,31,32,01,05"
2014-07-02,14076,178230857,"05,10,19,31,32,09,10"
2014-06-30,14075,179024552,"05,07,29,32,35,04,10"
2014-06-28,14074,198134948,"06,11,22,27,30,05,11"
2014-06-25,14073,179054580,"04,05,07,13,35,05,06"
2014-06-23,14072,168821103,"17,19,22,24,30,02,09"
2014-06-21,14071,185954083,"04,14,15,22,23,01,07"
2014-06-18,14070,167714687,"01,02,07,10,32,04,12"
2014-06-16,14069,165688178,"16,22,27,29,31,02,09"
2014-06-14,14068,183812242,"05,15,24,29,35,05,06"
2014-06-11,14067,169829052,"03,18,23,24,31,03,07"
2014-06-09,14066,171159701,"08,14,16,20,31,03,11"
2014-06-07,14065,189856995,"07,12,19,31,33,07,12"
2014-06-04,14064,175438349,"08,15,33,34,35,01,08"
2014-06-02,14063,149422759,"11,17,21,23,34,03,04"
2014-05-31,14062,171910477,"04,07,17,24,25,02,04"
2014-05-28,14061,157379650,"04,11,17,20,29,06,10"
2014-05-26,14060,155476267,"12,22,29,30,34,05,11"
2014-05-24,14059,172487834,"07,15,17,25,29,04,11"
2014-05-21,14058,156588831,"09,15,22,24,26,02,07"
2014-05-19,14057,158049101,"08,10,20,27,33,01,09"
2014-05-17,14056,170156653,"12,18,28,29,35,07,08"
2014-05-14,14055,151250601,"04,23,26,27,35,10,11"
2014-05-12,14054,150534284,"02,03,20,25,34,01,12"
2014-05-10,14053,163362645,"02,11,17,27,30,03,04"
2014-05-07,14052,148553518,"14,19,21,24,30,02,07"
2014-05-05,14051,141385481,"01,07,11,29,30,03,11"
2014-05-03,14050,143454855,"10,18,27,28,35,01,06"
2014-04-30,14049,129357113,"03,15,17,22,31,03,05"
2014-04-28,14048,132476146,"01,02,05,15,35,01,11"
2014-04-26,14047,139568509,"06,17,18,30,34,06,12"
2014-04-23,14046,127230354,"03,15,18,21,26,01,06"
2014-04-21,14045,124470129,"06,10,12,16,30,02,11"
2014-04-19,14044,136866302,"22,23,25,27,35,03,11"
2014-04-16,14043,126802014,"01,11,23,29,30,01,12"
2014-04-14,14042,126547122,"16,21,25,27,35,06,11"
2014-04-12,14041,139292056,"05,07,11,15,18,05,12"
2014-04-09,14040,127871621,"12,15,21,30,33,02,08"
2014-04-07,14039,122285750,"02,05,11,15,20,08,11"
2014-04-05,14038,130841888,"07,08,12,20,32,03,05"
2014-04-02,14037,124476686,"03,04,08,19,34,02,04"
2014-03-31,14036,124665987,"01,02,12,17,29,03,08"
2014-03-29,14035,138292718,"09,12,14,28,29,03,10"
2014-03-26,14034,126684339,"03,11,14,27,32,05,07"
2014-03-24,14033,126213215,"01,07,08,28,29,04,08"
2014-03-22,14032,139487493,"02,05,06,09,31,02,09"
2014-03-19,14031,124711221,"06,15,27,32,33,03,04"
2014-03-17,14030,128331774,"03,14,18,29,35,11,12"
2014-03-15,14029,143829382,"03,21,22,23,35,05,09"
2014-03-12,14028,129511240,"03,10,20,25,30,10,12"
2014-03-10,14027,129519796,"09,10,24,28,29,10,12"
2014-03-08,14026,139988871,"05,10,12,15,26,04,08"
2014-03-05,14025,128550281,"19,20,27,32,34,06,08"
